Source Country,Country,Distri rrondissement/County,State/Region (ISO 3166-2),Abv,Subregion,Pop,Type,Metro Area,Sub Country,lookup,Census Year,,Subtype,Admin Level,Region (ISO 3166-2),Primary Name,Direct Subtype,Direct Admin,Direct Region ISO,Direct Primary,County Subtype,County Admin,County Region ISO,County Primary,Region Subtype,Region Admin,Region Region ISO,Region Primary,Confidence,Score,Resolved Region ISO
Taiwan,Taiwan,Meishan,Jiayi [Chiayi],,,18687,Rural Township (Xiang),Jiayi,,Jiayi,,Jiayi [Chiayi]Taiwan,,,,,locality,,TW-CYQ,梅山鄉,,,,,region,1,TW-CYQ,嘉義縣,HIGH,1.0,TW-CYQ
Taiwan,Taiwan,Yizhu [Yijhu],Jiayi [Chiayi],,,17602,Rural Township (Xiang),Jiayi,,Jiayi,,Jiayi [Chiayi]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Lucao,Jiayi [Chiayi],,,14913,Rural Township (Xiang),Jiayi,,Jiayi,,Jiayi [Chiayi]Taiwan,,,,,locality,,TW-CYQ,鹿草鄉,,,,,region,1,TW-CYQ,嘉義縣,HIGH,1.0,TW-CYQ
Taiwan,Taiwan,Xikou [Sikou],Jiayi [Chiayi],,,14055,Rural Township (Xiang),Jiayi,,Jiayi,,Jiayi [Chiayi]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Fanlu,Jiayi [Chiayi],,,11180,Rural Township (Xiang),Jiayi,,Jiayi,,Jiayi [Chiayi]Taiwan,,,,,locality,,TW-CYQ,番路鄉,,,,,region,1,TW-CYQ,嘉義縣,HIGH,1.0,TW-CYQ
Taiwan,Taiwan,Alishan,Jiayi [Chiayi],,,5527,Rural Township (Xiang),Jiayi,,Jiayi,,Jiayi [Chiayi]Taiwan,,,,,locality,,TW-CYQ,阿里山鄉,,,,,region,1,TW-CYQ,嘉義縣,HIGH,1.0,TW-CYQ
Taiwan,Taiwan,Dapu,Jiayi [Chiayi],,,4560,Rural Township (Xiang),Jiayi,,Jiayi,,Jiayi [Chiayi]Taiwan,,,,,locality,,TW-CYQ,大埔鄉,,,,,region,1,TW-CYQ,嘉義縣,HIGH,1.0,TW-CYQ
Taiwan,Taiwan,Xi [West],Jiayi Shi [Chiayi Shih],,,146290,City District (Qu),Jiayi,,Jiayi,,Jiayi Shi [Chiayi Shih]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Dong [East],Jiayi Shi [Chiayi Shih],,,119715,City District (Qu),Jiayi,,Jiayi,,Jiayi Shi [Chiayi Shih]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Anle,Jilong Shi [Chilung; Keelung],,,81776,City District (Qu),Taipei,,Taipei,,Jilong Shi [Chilung; Keelung]Taiwan,,,,,locality,,TW-KEE,安樂區,,,,,region,1,TW-KEE,基隆市,HIGH,1.0,TW-KEE
Taiwan,Taiwan,Qidu [Cidu],Jilong Shi [Chilung; Keelung],,,53615,City District (Qu),Taipei,,Taipei,,Jilong Shi [Chilung; Keelung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Xinyi [Sinyi],Jilong Shi [Chilung; Keelung],,,53168,City District (Qu),Taipei,,Taipei,,Jilong Shi [Chilung; Keelung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Zhongzheng [Jhongjheng],Jilong Shi [Chilung; Keelung],,,51224,City District (Qu),Taipei,,Taipei,,Jilong Shi [Chilung; Keelung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Zhongshan [Jhongshan],Jilong Shi [Chilung; Keelung],,,46459,City District (Qu),Taipei,,Taipei,,Jilong Shi [Chilung; Keelung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Ren'ai [Renai],Jilong Shi [Chilung; Keelung],,,42787,City District (Qu),Taipei,,Taipei,,Jilong Shi [Chilung; Keelung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Nuannuan,Jilong Shi [Chilung; Keelung],,,38548,City District (Qu),Taipei,,Taipei,,Jilong Shi [Chilung; Keelung]Taiwan,,,,,locality,,TW-KEE,暖暖區,,,,,region,1,TW-KEE,基隆市,HIGH,1.0,TW-KEE
Taiwan,Taiwan,Jincheng,Jinmen [Kinmen; Quemoy],,,43000,Urban Township (Zhen),,,#N/A,,Jinmen [Kinmen; Quemoy]Taiwan,,,,,locality,,TW-KIN,金城鎮,,,,,region,1,TW-KIN,金門縣,HIGH,1.0,TW-KIN
Taiwan,Taiwan,Jinning,Jinmen [Kinmen; Quemoy],,,33070,Rural Township (Xiang),,,#N/A,,Jinmen [Kinmen; Quemoy]Taiwan,,,,,locality,,TW-KIN,金寧鄉,,,,,region,1,TW-KIN,金門縣,HIGH,1.0,TW-KIN
Taiwan,Taiwan,Jinhu,Jinmen [Kinmen; Quemoy],,,30400,Urban Township (Zhen),,,#N/A,,Jinmen [Kinmen; Quemoy]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Jinsha,Jinmen [Kinmen; Quemoy],,,20732,Urban Township (Zhen),,,#N/A,,Jinmen [Kinmen; Quemoy]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Lieyu [Lesser Kinmen],Jinmen [Kinmen; Quemoy],,,12733,Rural Township (Xiang),,,#N/A,,Jinmen [Kinmen; Quemoy]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Wuqiu [Wuciou],Jinmen [Kinmen; Quemoy],,,662,Rural Township (Xiang),,,#N/A,,Jinmen [Kinmen; Quemoy]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Nangan,Lianjiang [Lienchiang; Matsu Islands],,,7638,Rural Township (Xiang),,,#N/A,,Lianjiang [Lienchiang; Matsu Islands]Taiwan,,,,,locality,,TW-LIE,南竿鄉,,,,,region,1,TW-LIE,連江縣,HIGH,1.0,TW-LIE
Taiwan,Taiwan,Beigan,Lianjiang [Lienchiang; Matsu Islands],,,2717,Rural Township (Xiang),,,#N/A,,Lianjiang [Lienchiang; Matsu Islands]Taiwan,,,,,locality,,TW-LIE,北竿鄉,,,,,region,1,TW-LIE,連江縣,HIGH,1.0,TW-LIE
Taiwan,Taiwan,Juguang [Jyuguang],Lianjiang [Lienchiang; Matsu Islands],,,1489,Rural Township (Xiang),,,#N/A,,Lianjiang [Lienchiang; Matsu Islands]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Dongyin,Lianjiang [Lienchiang; Matsu Islands],,,1435,Rural Township (Xiang),,,#N/A,,Lianjiang [Lienchiang; Matsu Islands]Taiwan,,,,,locality,,TW-LIE,東引鄉,,,,,region,1,TW-LIE,連江縣,HIGH,1.0,TW-LIE
Taiwan,Taiwan,Toufen,Miaoli,,,104441,City (Shi),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,頭份市,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Miaoli,Miaoli,,,87671,City (Shi),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,苗栗市,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Zhunan [Jhunan],Miaoli,,,87190,Urban Township (Zhen),,,#N/A,,MiaoliTaiwan,,,,,,,,,,,,,region,1,TW-MIA,苗栗縣,NONE,0.0,TW-MIA
Taiwan,Taiwan,Yuanli,Miaoli,,,44562,Urban Township (Zhen),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,苑裡鎮,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Houlong,Miaoli,,,35221,Urban Township (Zhen),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,後龍鎮,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Tongxiao [Tongsiao],Miaoli,,,33061,Urban Township (Zhen),,,#N/A,,MiaoliTaiwan,,,,,,,,,,,,,region,1,TW-MIA,苗栗縣,NONE,0.0,TW-MIA
Taiwan,Taiwan,Gongguan,Miaoli,,,32397,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,公館鄉,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Tongluo,Miaoli,,,17279,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,銅鑼鄉,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Zhuolan [Jhuolan],Miaoli,,,16196,Urban Township (Zhen),,,#N/A,,MiaoliTaiwan,,,,,,,,,,,,,region,1,TW-MIA,苗栗縣,NONE,0.0,TW-MIA
Taiwan,Taiwan,Sanyi,Miaoli,,,15665,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,三義鄉,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Dahu,Miaoli,,,13884,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,大湖鄉,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Zaoqiao [Zaociao],Miaoli,,,12177,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,,,,,,,,,region,1,TW-MIA,苗栗縣,NONE,0.0,TW-MIA
Taiwan,Taiwan,Touwu,Miaoli,,,10240,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,頭屋鄉,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Nanzhuang [Nanjhuang],Miaoli,,,9573,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,,,,,,,,,region,1,TW-MIA,苗栗縣,NONE,0.0,TW-MIA
Taiwan,Taiwan,Xihu [Sihu],Miaoli,,,6729,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,,,,,,,,,region,1,TW-MIA,苗栗縣,NONE,0.0,TW-MIA
Taiwan,Taiwan,Sanwan,Miaoli,,,6364,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,locality,,TW-MIA,三灣鄉,,,,,region,1,TW-MIA,苗栗縣,HIGH,1.0,TW-MIA
Taiwan,Taiwan,Tai'an [Taian],Miaoli,,,5782,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,,,,,,,,,region,1,TW-MIA,苗栗縣,NONE,0.0,TW-MIA
Taiwan,Taiwan,Shitan [Shihtan],Miaoli,,,4158,Rural Township (Xiang),,,#N/A,,MiaoliTaiwan,,,,,,,,,,,,,region,1,TW-MIA,苗栗縣,NONE,0.0,TW-MIA
Taiwan,Taiwan,Nantou,Nantou,,,99081,City (Shi),,,#N/A,,NantouTaiwan,,,,,region,1,TW-NAN,南投縣,,,,,region,1,TW-NAN,南投縣,HIGH,1.0,TW-NAN
Taiwan,Taiwan,Caotun,Nantou,,,97489,Urban Township (Zhen),,,#N/A,,NantouTaiwan,,,,,locality,,TW-NAN,草屯鎮,,,,,region,1,TW-NAN,南投縣,HIGH,1.0,TW-NAN
Taiwan,Taiwan,Puli,Nantou,,,79191,Urban Township (Zhen),,,#N/A,,NantouTaiwan,,,,,locality,,TW-NAN,埔里鎮,,,,,region,1,TW-NAN,南投縣,HIGH,1.0,TW-NAN
Taiwan,Taiwan,Zhushan [Jhushan],Nantou,,,53464,Urban Township (Zhen),,,#N/A,,NantouTaiwan,,,,,,,,,,,,,region,1,TW-NAN,南投縣,NONE,0.0,TW-NAN
Taiwan,Taiwan,Mingjian,Nantou,,,37507,Rural Township (Xiang),,,#N/A,,NantouTaiwan,,,,,locality,,TW-NAN,名間鄉,,,,,region,1,TW-NAN,南投縣,HIGH,1.0,TW-NAN
Taiwan,Taiwan,Guoxing [Guosing],Nantou,,,17965,Rural Township (Xiang),,,#N/A,,NantouTaiwan,,,,,,,,,,,,,region,1,TW-NAN,南投縣,NONE,0.0,TW-NAN
Taiwan,Taiwan,Lugu,Nantou,,,17231,Rural Township (Xiang),,,#N/A,,NantouTaiwan,,,,,locality,,TW-NAN,鹿谷鄉,,,,,region,1,TW-NAN,南投縣,HIGH,1.0,TW-NAN
Taiwan,Taiwan,Shuili [Shueili],Nantou,,,16980,Rural Township (Xiang),,,#N/A,,NantouTaiwan,,,,,,,,,,,,,region,1,TW-NAN,南投縣,NONE,0.0,TW-NAN
Taiwan,Taiwan,Xinyi [Sinyi],Nantou,,,15878,Rural Township (Xiang),,,#N/A,,NantouTaiwan,,,,,,,,,,,,,region,1,TW-NAN,南投縣,NONE,0.0,TW-NAN
Taiwan,Taiwan,Ren'ai [Renai],Nantou,,,15818,Rural Township (Xiang),,,#N/A,,NantouTaiwan,,,,,,,,,,,,,region,1,TW-NAN,南投縣,NONE,0.0,TW-NAN
Taiwan,Taiwan,Yuchi [Yuchih],Nantou,,,15466,Rural Township (Xiang),,,#N/A,,NantouTaiwan,,,,,,,,,,,,,region,1,TW-NAN,南投縣,NONE,0.0,TW-NAN
Taiwan,Taiwan,Zhongliao [Jhongliao],Nantou,,,14301,Rural Township (Xiang),,,#N/A,,NantouTaiwan,,,,,,,,,,,,,region,1,TW-NAN,南投縣,NONE,0.0,TW-NAN
Taiwan,Taiwan,Jiji,Nantou,,,10461,Urban Township (Zhen),,,#N/A,,NantouTaiwan,,,,,locality,,TW-NAN,集集鎮,,,,,region,1,TW-NAN,南投縣,HIGH,1.0,TW-NAN
Taiwan,Taiwan,Magong,Penghu [Pescadores],,,63206,City (Shi),,,#N/A,,Penghu [Pescadores]Taiwan,,,,,locality,,TW-PEN,馬公市,,,,,region,1,TW-PEN,澎湖縣,HIGH,1.0,TW-PEN
Taiwan,Taiwan,Huxi [Husi],Penghu [Pescadores],,,15230,Rural Township (Xiang),,,#N/A,,Penghu [Pescadores]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Baisha,Penghu [Pescadores],,,9907,Rural Township (Xiang),,,#N/A,,Penghu [Pescadores]Taiwan,,,,,locality,,TW-PEN,白沙鄉,,,,,region,1,TW-PEN,澎湖縣,HIGH,1.0,TW-PEN
Taiwan,Taiwan,Xiyu [Siyu],Penghu [Pescadores],,,8353,Rural Township (Xiang),,,#N/A,,Penghu [Pescadores]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Wang'an [Wangan],Penghu [Pescadores],,,5371,Rural Township (Xiang),,,#N/A,,Penghu [Pescadores]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Qimei [Cimei],Penghu [Pescadores],,,3885,Rural Township (Xiang),,,#N/A,,Penghu [Pescadores]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Pingdong [Pingtung],Pingdong [Pingtung],,,197647,City (Shi),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Chaozhou [Chaojhou],Pingdong [Pingtung],,,53842,Urban Township (Zhen),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Neipu,Pingdong [Pingtung],,,53330,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,內埔鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Wandan,Pingdong [Pingtung],,,50126,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,萬丹鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Donggang,Pingdong [Pingtung],,,46731,Urban Township (Zhen),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,東港鎮,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Xinyuan [Sinyuan],Pingdong [Pingtung],,,33939,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Hengchun,Pingdong [Pingtung],,,30414,Urban Township (Zhen),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,恆春鎮,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Changzhi [Changjhih],Pingdong [Pingtung],,,29470,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Ligang,Pingdong [Pingtung],,,25707,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,里港鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Yanpu,Pingdong [Pingtung],,,24999,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,鹽埔鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Gaoshu,Pingdong [Pingtung],,,23775,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,高樹鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Fangliao,Pingdong [Pingtung],,,23680,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,枋寮鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Jiuru [Jiouru],Pingdong [Pingtung],,,21962,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Wanluan,Pingdong [Pingtung],,,20189,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,萬巒鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Jiadong,Pingdong [Pingtung],,,18620,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,佳冬鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Linbian,Pingdong [Pingtung],,,17275,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,林邊鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Zhutian [Jhutian],Pingdong [Pingtung],,,16615,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Kanding,Pingdong [Pingtung],,,15378,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,崁頂鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,"Liuqiu [Liouciou, Lamay Island]",Pingdong [Pingtung],,,12121,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Linluo,Pingdong [Pingtung],,,10770,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,麟洛鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Nanzhou [Nanjhou],Pingdong [Pingtung],,,10364,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Xinpi [Sinbi],Pingdong [Pingtung],,,9561,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Checheng,Pingdong [Pingtung],,,8278,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,車城鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Sandimen,Pingdong [Pingtung],,,7689,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,三地門鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Manzhou [Manjhou],Pingdong [Pingtung],,,7471,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Laiyi,Pingdong [Pingtung],,,7448,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,來義鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Majia,Pingdong [Pingtung],,,6768,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,瑪家鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Taiwu,Pingdong [Pingtung],,,5351,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,泰武鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Fangshan,Pingdong [Pingtung],,,5240,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,枋山鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Chunri [Chunrih],Pingdong [Pingtung],,,4947,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Mudan,Pingdong [Pingtung],,,4865,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,牡丹鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Shizi [Shihzih],Pingdong [Pingtung],,,4839,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Wutai,Pingdong [Pingtung],,,3247,Rural Township (Xiang),,,#N/A,,Pingdong [Pingtung]Taiwan,,,,,locality,,TW-PIF,霧臺鄉,,,,,region,1,TW-PIF,屏東縣,HIGH,1.0,TW-PIF
Taiwan,Taiwan,Danan [Daan],Taibei Shi [Taipei Shih],,,302644,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Neihu,Taibei Shi [Taipei Shih],,,282525,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,locality,,TW-TPE,內湖區,,,,,region,1,TW-TPE,臺北市,HIGH,1.0,TW-TPE
Taiwan,Taiwan,Shilin [Shihlin],Taibei Shi [Taipei Shih],,,278451,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Wenshan [Wunshan],Taibei Shi [Taipei Shih],,,268130,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Beitou,Taibei Shi [Taipei Shih],,,250144,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,locality,,TW-TPE,北投區,,,,,region,1,TW-TPE,臺北市,HIGH,1.0,TW-TPE
Taiwan,Taiwan,Zhongshan [Jhongshan],Taibei Shi [Taipei Shih],,,223876,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Xinyi [Sinyi],Taibei Shi [Taipei Shih],,,215240,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Songshan,Taibei Shi [Taipei Shih],,,200316,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,locality,,TW-TPE,松山區,,,,,region,1,TW-TPE,臺北市,HIGH,1.0,TW-TPE
Taiwan,Taiwan,Wanhua,Taibei Shi [Taipei Shih],,,183088,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,locality,,TW-TPE,萬華區,,,,,region,1,TW-TPE,臺北市,HIGH,1.0,TW-TPE
Taiwan,Taiwan,Zhongzheng [Jhongjheng],Taibei Shi [Taipei Shih],,,155397,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Datong,Taibei Shi [Taipei Shih],,,123849,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,locality,,TW-ILA,大同鄉,,,,,region,1,TW-ILA,宜蘭縣,HIGH,1.0,TW-ILA
Taiwan,Taiwan,Nangang,Taibei Shi [Taipei Shih],,,118758,City District (Qu),Taipei,,Taipei,,Taibei Shi [Taipei Shih]Taiwan,,,,,locality,,TW-TPE,南港區,,,,,region,1,TW-TPE,臺北市,HIGH,1.0,TW-TPE
Taiwan,Taiwan,Taidong [Taitung],Taidong [Taitung],,,104803,City (Shi),,,#N/A,,Taidong [Taitung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
Taiwan,Taiwan,Beinan,Taidong [Taitung],,,16961,Rural Township (Xiang),,,#N/A,,Taidong [Taitung]Taiwan,,,,,locality,,TW-TTT,卑南鄉,,,,,region,1,TW-TTT,臺東縣,HIGH,1.0,TW-TTT
Taiwan,Taiwan,Chenggong,Taidong [Taitung],,,13505,Urban Township (Zhen),,,#N/A,,Taidong [Taitung]Taiwan,,,,,locality,,TW-TTT,成功鎮,,,,,region,1,TW-TTT,臺東縣,HIGH,1.0,TW-TTT
Taiwan,Taiwan,Taimali,Taidong [Taitung],,,10925,Rural Township (Xiang),,,#N/A,,Taidong [Taitung]Taiwan,,,,,locality,,TW-TTT,太麻里鄉,,,,,region,1,TW-TTT,臺東縣,HIGH,1.0,TW-TTT
Taiwan,Taiwan,Guanshan,Taidong [Taitung],,,8420,Urban Township (Zhen),,,#N/A,,Taidong [Taitung]Taiwan,,,,,locality,,TW-TTT,關山鎮,,,,,region,1,TW-TTT,臺東縣,HIGH,1.0,TW-TTT
Taiwan,Taiwan,Donghe,Taidong [Taitung],,,8203,Rural Township (Xiang),,,#N/A,,Taidong [Taitung]Taiwan,,,,,locality,,TW-TTT,東河鄉,,,,,region,1,TW-TTT,臺東縣,HIGH,1.0,TW-TTT
Taiwan,Taiwan,Chishang [Chihshang],Taidong [Taitung],,,8073,Rural Township (Xiang),,,#N/A,,Taidong [Taitung]Taiwan,,,,,,,,,,,,,,,,,NONE,0.0,
