sheet_row,team,city,metro_area,country,level,tier,n_candidates,suggested_if_only_one_has_keys,candidates
9034,Estrela do Norte,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Brazil,,T2a,2,reep_ta221066b,reep_t715e3c68:Estrela do Norte Esporte Clube:Brazil:Q10276625 | reep_ta221066b:Estrela do Norte Futebol Clube:Brazil:Q3059052
9044,Rio Pardo FC,,,Brazil,,T2a,3,,reep_t48ba4448:Futebol Clube Rio Pardo:Brazil:Q10286705 | reep_t5872ee21:Rio Pardo Futebol Clube:Brazil:Q10362368 | reep_tbc3850f8:Esporte Clube Rio Pardo:Brazil:Q10275212
9080,Vasco da Gama (MA),,,Brazil,,T2a,3,,reep_t350726b4:Club Vasco da Gama:Brazil:Q9778085 | reep_t46337321:Vasco da Gama Futebol Clube:Brazil:Q3554893 | reep_t53739efb:Vasco da Gama Futebol Clube:Brazil:Q10389355
9095,Sinop FC,,,Brazil,,T2a,2,reep_tfff96a01,reep_tcb6231b5:Clube Sport Sinop:Brazil:Q107349549 | reep_tfff96a01:Sinop Futebol Clube:Brazil:Q663263
9098,CD Sete de Setembro,,,Brazil,,T2a,2,,reep_t3249951b:Sete de Setembro Futebol Clube:Brazil:Q10370719 | reep_t35b684b6:Sete de Setembro Esporte Clube:Brazil:Q7456387
9146,São Francisco (PA),,,Brazil,,T2a,3,,reep_t093f57ed:São Francisco Futebol Clube:Brazil:Q10375664 | reep_t959fb323:São Francisco Futebol Clube:Brazil:Q3509820 | reep_ta8239f36:São Francisco Futebol Clube:Brazil:Q10375662
9147,São Raimundo (PA),Santarém,Santarém,Brazil,,T2a,3,,reep_t091cee79:São Raimundo Esporte Clube:Brazil:Q2622502 | reep_t978ea6d6:São Raimundo Esporte Clube:Brazil:Q3509866 | reep_tedada979:São Raimundo Esporte Clube:Brazil:Q3509867
9192,Prudentópolis FC,,,Brazil,,T2a,2,,reep_t329f5353:Prudentópolis Esporte Clube:Brazil:Q7252994 | reep_t80414606:Prudentópolis Futebol Clube:Brazil:Q7455279
9195,Rio Branco SC,Paranaguá,Paranaguá,Brazil,,T2a,9,,reep_t077740a8:Rio Branco Futebol Clube:Brazil:Q10361605 | reep_t2e18d452:Rio Branco Football Club:Brazil:Q2587703 | reep_t3e735b66:Rio Branco Atlético Clube:Brazil:Q2508289 | reep_t4569a947:Rio Branco Sport Club:Brazil:Q3097832 | reep_t468f381e:Rio Branco Esporte Clube:Brazil:Q10361606 | reep_t4b6f819e:Esporte Clube Rio Branco:Brazil:Q10275211 | reep_t78a487a3:Rio Branco Esporte Clube (Roraima):Brazil:Q25445250 | reep_tba5a45fe:Clube Esportivo Rio Branco:Brazil:Q2980340 | reep_tc916f2c6:Rio Branco Esporte Clube:Brazil:Q1969520
9227,Vera Cruz FC,,,Brazil,,T2a,3,,reep_t653ff6bb:Vera Cruz Futebol Clube:Brazil:Q97378662 | reep_t795f02f9:Vera Cruz Futebol Clube:Brazil:Q7920761 | reep_tbd926025:Vera Cruz Futebol Clube:Brazil:Q10389765
9235,Comercial AC,,,Brazil,,T2a,9,,reep_t26978cd0:Comercial Futebol Clube:Brazil:Q18476938 | reep_t4ccbb0bc:Comercial Esporte Clube:Brazil:Q9826535 | reep_t4dbdf27a:Esporte Clube Comercial:Brazil:Q3058503 | reep_t86ccdc4a:Esporte Clube Comercial:Brazil:Q5399083 | reep_tb159ffa1:Clube Atlético Comercial:Brazil:Q9778763 | reep_tb1b19787:Comercial Futebol Clube:Brazil:Q3813348 | reep_tb5fd1165:Comercial Atlético Clube:Brazil:Q2501397 | reep_te58e1c37:Comercial Futebol Clube:Brazil:Q9826646 | reep_tf565d64f:Comercial Futebol Clube:Brazil:Q5151528
9272,Parnahyba FC,,,Brazil,,T2a,2,reep_t986ec32c,reep_t986ec32c:Parnahyba Sport Club:Brazil:Q7139241 | reep_tdaadecc6:Parnahyba Football Club:Brazil:Q65167640
9276,Resende FC,Resende,Resende,Brazil,,T2a,2,reep_t9d043915,reep_t9d043915:Resende Futebol Clube:Brazil:Q3933354 | reep_ta3ebb0f3:Esporte Clube Resende:Brazil:Q10275208
9279,SC Aliança,,,Brazil,,T2a,2,,reep_t825e609d:Clube Atlético Aliança:Brazil:Q2980315 | reep_te99d5955:Aliança Futebol Clube:Brazil:Q16276740
9281,Serrano FC,,,Brazil,,T2a,3,,reep_t2ec1ebee:Serrano Sport Club:Brazil:Q7455285 | reep_t8881ee67:Serrano Football Club:Brazil:Q4817902 | reep_td9157676:Serrano Futebol Clube:Brazil:Q9202488
9284,AC Corintians,,,Brazil,,T2a,3,,reep_t0ca30d0f:Atlético Clube Coríntians:Brazil:Q2077647 | reep_ta784869b:Esporte Clube Corintians:Brazil:Q10275155 | reep_tb5abc9e9:Esporte Clube Corintians:Brazil:Q10275153
9307,Esporte Clube São José,Porto Alegre,Porto Alegre,Brazil,,T1,3,reep_t6601ebce,reep_t6601ebce:Esporte Clube São José:Brazil:Q2508225 | reep_ta42142f3:Esporte Clube São José:Brazil:Q10275220 | reep_tdf28ea1c:Esporte Clube São José:Brazil:Q10275221
9310,FC Santa Cruz,Santa Cruz do Sul,Santa Cruz do Sul,Brazil,,T2a,10,reep_teaec4ee8,reep_t0a14d892:Santa Cruz Futebol Clube:Brazil:Q28680978 | reep_t79e2d282:Santa Cruz Esporte Clube:Brazil:Q3472600 | reep_t97cbabfd:Santa Cruz Futebol Clube:Brazil:Q10367797 | reep_t9c9c4f4c:Sport Clube Santa Cruz (Sergipe):Brazil:Q10373882 | reep_ta19a6d27:Sport Club Santa Cruz:Brazil:Q4407859 | reep_tb9ac787d:Santa Cruz Futebol Clube:Brazil:Q7419416 | reep_tc9a3c853:Santa Cruz Futebol Clube:Brazil:Q508440 | reep_td9f14f64:Santa Cruz Futebol Clube:Brazil:Q3472601 | reep_te7cd97b7:Santa Cruz Futebol Clube:Brazil:Q10367798 | reep_teaec4ee8:Futebol Clube Santa Cruz:Brazil:Q5510505
9318,Porto Alegre FC,Porto Alegre,Porto Alegre,Brazil,,T2a,2,,reep_t3af2df75:Porto Alegre Futebol Clube:Brazil:Q5943753 | reep_t6a536b80:Fussball Club Porto Alegre:Brazil:Q10286679
9333,Ferroviário Atlético Clube,,,Brazil,,T1,4,,reep_t24bdbb7f:Ferroviário Atlético Clube:Brazil:Q3069743 | reep_t5873f042:Ferroviário Atlético Clube:Brazil:Q10281708 | reep_t66345805:Ferroviário Atlético Clube:Brazil:Q5445452 | reep_td98b538d:Ferroviário Atlético Clube:Brazil:Q2667793
9336,Moto Esporte Clube,,,Brazil,,T1,2,reep_ta8e9e8be,reep_ta8e9e8be:Moto Esporte Clube:Brazil:Q6917962 | reep_tb9941e72:Moto Esporte Clube:Brazil:Q65162696
9347,AE Real,,,Brazil,,T2a,3,reep_t40b5f7b1,reep_t0b144175:Real Sport Club:Brazil:Q48867219 | reep_t40b5f7b1:Associação Esportiva Real:Brazil:Q4810249 | reep_tf1e465ae:Real Esporte Clube:Brazil:Q10357817
9361,Atlético Tubarão,Tubarão,Tubarão,Brazil,,T2a,3,,reep_t1c66abbc:Clube Atlético Tubarão:Brazil:Q2980323 | reep_t8012699c:Tubarão Futebol Clube:Brazil:Q7850723 | reep_ta5d4619d:Tubarão Esporte Clube:Brazil:Q10385298
9363,CA Metropolitano,Blumenau,Blumenau,Brazil,,T2a,2,reep_t97952d37,reep_t8a0fb69a:Metropolitano Athletico Club:Brazil:Q10329243 | reep_t97952d37:Clube Atlético Metropolitano:Brazil:Q2565662
9371,Concórdia AC,,,Brazil,,T2a,2,reep_t762d6023,reep_t762d6023:Concórdia Atlético Clube:Brazil:Q2992229 | reep_t9858c9e6:Concórdia Futebol Clube:Brazil:Q5159126
9375,Ferroviário-SC,,,Brazil,,T2a,7,,reep_t0c406129:Ferroviário Esporte Clube:Brazil:Q5445453 | reep_t24bdbb7f:Ferroviário Atlético Clube:Brazil:Q3069743 | reep_t4e5bb11f:Ferroviário Esporte Clube:Brazil:Q3069745 | reep_t5873f042:Ferroviário Atlético Clube:Brazil:Q10281708 | reep_t66345805:Ferroviário Atlético Clube:Brazil:Q5445452 | reep_td98b538d:Ferroviário Atlético Clube:Brazil:Q2667793 | reep_tf7ccf026:Clube Atlético Ferroviário:Brazil:Q5136473
9379,Juventus-SC,Jaraguá do Sul,Jaraguá do Sul,Brazil,,T2a,5,,reep_t2c558011:Juventus Esporte Clube:Brazil:Q3190604 | reep_t4785cb4d:Atlético Clube Juventus:Brazil:Q2622531 | reep_t4f1d56b3:Juventus Futebol Clube:Brazil:Q6319051 | reep_t9bb05f18:Juventus Atlético Clube:Brazil:Q6319043 | reep_tfb306be8:Clube Atlético Juventus:Brazil:Q660764
9381,Metropolitano,Blumenau,Blumenau,Brazil,,T2a,2,reep_t97952d37,reep_t8a0fb69a:Metropolitano Athletico Club:Brazil:Q10329243 | reep_t97952d37:Clube Atlético Metropolitano:Brazil:Q2565662
9383,Tubarão FC,,,Brazil,,T2a,3,,reep_t1c66abbc:Clube Atlético Tubarão:Brazil:Q2980323 | reep_t8012699c:Tubarão Futebol Clube:Brazil:Q7850723 | reep_ta5d4619d:Tubarão Esporte Clube:Brazil:Q10385298
9386,AE Araçatuba,,,Brazil,,T2a,2,reep_tc9b77a49,reep_t93366e42:Atlético Esportivo Araçatuba:Brazil:Q9636798 | reep_tc9b77a49:Associação Esportiva Araçatuba:Brazil:Q4810247
9395,Esporte Clube Pinheiros,,,Brazil,,T1,2,,reep_t8399e8ed:Esporte Clube Pinheiros:Brazil:Q3733205 | reep_tec98c2ce:Esporte Clube Pinheiros:Brazil:Q1274277
9398,Marília,Marília,Marília,Brazil,,T2a,2,,reep_tea467aaf:Marília Futebol Clube:Brazil:Q6782188 | reep_tf0918471:Marília Atlético Clube:Brazil:Q1906646
9403,Nacional Atlético Clube,São Paulo,São Paulo,Brazil,,T1,5,,reep_t04ef1241:Nacional Atlético Clube:Brazil:Q6957264 | reep_t186ea28c:Nacional Atlético Clube:Brazil:Q10335294 | reep_t6faab3ae:Nacional Atlético Clube:Brazil:Q6957257 | reep_t8b84b8e5:Nacional Atlético Clube:Brazil:Q6957259 | reep_td4a40ed8:Nacional Atlético Clube:Brazil:Q6957258
9404,Oeste,Itápolis,Itápolis,Brazil,,T2a,2,reep_tc0874954,reep_t54482743:Oeste Futebol Clube:Brazil:Q10340329 | reep_tc0874954:Oeste Futebol Clube:Brazil:Q966183
9407,Paulista FC,Sao Paulo,Sao Paulo,Brazil,,T2a,5,reep_tcb47a23c,reep_t30533388:Clube Atlético Paulista:Brazil:Q5136485 | reep_ta0a76be2:Paulista Futebol Clube:Brazil:Q10346411 | reep_tbee63603:Paulista Futebol Clube:Brazil:Q10346412 | reep_tcb47a23c:Paulista Futebol Clube:Brazil:Q1422177 | reep_tf79086fd:Paulista Esporte Clube:Brazil:Q10346408
9408,Paulistano,,,Brazil,,T2a,2,,reep_t0b6cc903:Paulistano Futebol Clube:Brazil:Q9193794 | reep_tb8bdf6f4:Clube Atlético Paulistano:Brazil:Q9779262
9415,São Paulo AC,,,Brazil,,T2a,12,,reep_t2d5b5a21:São Paulo Athletic Club:Brazil:Q942653 | reep_t2f709aff:São Paulo Futebol Clube:Brazil:Q10375938 | reep_t30b17592:São Paulo Futebol Clube:Brazil:Q10375941 | reep_t5cd4601f:São Paulo FC:Brazil:Q38568 | reep_t6bae7e60:São Paulo Futebol Clube:Brazil:Q10375940 | reep_t73cf87c4:São Paulo Futebol Clube:Brazil:Q3509861 | reep_t8db17734:São Paulo FC:Brazil:Q118966935 | reep_t9b2bc1e5:São Paulo Futebol Clube:Brazil:Q10375935 | reep_ta4bfbf56:São Paulo Futebol Clube:Brazil:Q10375937 | reep_tb41a6690:Clube Atlético São Paulo:Brazil:Q3979254 | reep_tda517e7b:Sport Club São Paulo:Brazil:Q4381278 | reep_tef0940e4:São Paulo Futebol Clube:Brazil:Q10375939
9417,SC Internacional (SP),,,Brazil,,T2a,9,,reep_t0b3e94f1:Associação Esportiva Internacional:Brazil:Q9634333 | reep_t14692c9a:Esporte Clube Internacional:Brazil:Q4381286 | reep_t57dea387:Sport Club Internacional:Brazil:Q1991252 | reep_t711996a2:Internacional Esporte Clube:Brazil:Q65164705 | reep_t7dfa8fc1:Internacional Futebol Clube:Brazil:Q6047636 | reep_ta1d21ca1:Internacional Futebol Clube:Brazil:Q10303159 | reep_ta44223eb:Internacional Sport Club:Brazil:Q10303169 | reep_tcfe700da:S.C. Internacional:Brazil:Q80845 | reep_td75c1254:Sport Club Internacional:Brazil:Q10373833
9420,Sport Club Americano,,,Brazil,,T1,3,,reep_t0256d768:Sport Club Americano:Brazil:Q3493818 | reep_t51c1a5b3:Sport Club Americano:Brazil:Q10373811 | reep_t7e3c29b8:Sport Club Americano:Brazil:Q3967033
9434,Riachuelo FC,,,Brazil,,T2a,4,,reep_t3603ef0b:Riachuelo Futebol Clube:Brazil:Q10360596 | reep_t40ded8fc:Riachuelo Atlético Clube:Brazil:Q10360592 | reep_t48428272:Riachuelo Futebol Clube:Brazil:Q7322105 | reep_t78b8acd8:Riachuelo Atlético Clube:Brazil:Q10360594
9447,Tocantins FC,,,Brazil,,T2a,3,,reep_t7ffadba8:Tocantins Futebol Clube:Brazil:Q4459454 | reep_ta9b1bf8e:Tocantins Esporte Clube:Brazil:Q7811948 | reep_tf91cff19:Tocantins Esporte Clube:Brazil:Q7811950
9448,União AC,Araguaína,Araguaína,Brazil,,T2a,9,reep_t9667bc65,reep_t0c93e780:União Esporte Clube:Brazil:Q10388014 | reep_t116b0a59:União Esporte Clube:Brazil:Q10388016 | reep_t5dcb258a:União Esportiva:Brazil:Q3551884 | reep_t787f65a3:União Futebol Clube:Brazil:Q7896870 | reep_t9667bc65:União Esporte Clube:Brazil:Q3551886 | reep_t982423ba:União Futebol Clube:Brazil:Q10388034 | reep_ta23facf8:União Esporte Clube:Brazil:Q10388015 | reep_taf00d505:União Atlético Clube:Brazil:Q109704259 | reep_tc060b251:União Futebol Club:Brazil:Q10388031
9449,União Araguainense,Araguaína,Araguaína,Brazil,,T2a,9,reep_t9667bc65,reep_t0c93e780:União Esporte Clube:Brazil:Q10388014 | reep_t116b0a59:União Esporte Clube:Brazil:Q10388016 | reep_t5dcb258a:União Esportiva:Brazil:Q3551884 | reep_t787f65a3:União Futebol Clube:Brazil:Q7896870 | reep_t9667bc65:União Esporte Clube:Brazil:Q3551886 | reep_t982423ba:União Futebol Clube:Brazil:Q10388034 | reep_ta23facf8:União Esporte Clube:Brazil:Q10388015 | reep_taf00d505:União Atlético Clube:Brazil:Q109704259 | reep_tc060b251:União Futebol Club:Brazil:Q10388031
9453,CD Everton,Viña del Mar,Valparaíso,Chile,1,T2b,2,reep_t01ee40c2,reep_t01ee40c2:Everton de Viña del Mar:Chile:Q1103684 | reep_tb24594db:Everton de Viña del Mar:Chile:Q2997665
9456,Coquimbo Unido,Coquimbo,Coquimbo,Chile,1,T1,2,reep_t7005466a,reep_t7005466a:Coquimbo Unido:Chile:Q2407595 | reep_tdac84d4c:Coquimbo Unido:Chile:Q116855528
9491,Deportivo Pereira,Pereira,Pereira,Colombia,1,T1,2,reep_t0ad81cce,reep_t0ad81cce:Deportivo Pereira:Colombia:Q515178 | reep_t0c8adf4c:Deportivo Pereira:Colombia:Q110101884
9517,Emelec,Guayaquil,Guayaquil,Ecuador,1,T2a,2,reep_tf6f5b70d,reep_t11134d92:Club Sport Emelec:Ecuador:Q118951647 | reep_tf6f5b70d:Club Sport Emelec:Ecuador:Q249612
9522,Libertad FC,Loja,Loja,Ecuador,1,T2a,2,reep_tcf020301,reep_t9947ac38:Club Atlético Libertad:Ecuador:Q5773185 | reep_tcf020301:Libertad Fútbol Club:Ecuador:Q105484053
9524,Manta FC,Manta,Manta,Ecuador,1,T2a,2,,reep_t598f94ea:Manta Sport Club:Ecuador:Q6751968 | reep_te91afb46:Manta Fútbol Club:Ecuador:Q2501106
9547,Club Nacional,Asuncion,Asuncion,Paraguay,1,T1,2,reep_t69e52467,reep_t07cc37e5:Club Nacional:Paraguay:Q130300229 | reep_t69e52467:Club Nacional:Paraguay:Q603101
9551,Olimpia,Asuncion,Asuncion,Paraguay,1,T2a,4,reep_tae19fb48,reep_t47054e82:Club Olimpia:Paraguay:Q130101125 | reep_t4878d1fb:Club Olimpia (Itá):Paraguay:Q5774506 | reep_t58fd8c98:Club Olimpia:Paraguay:Q114904668 | reep_tae19fb48:Club Olimpia:Paraguay:Q604589
9557,3 de Febrero,Ciudad del Este,Ciudad del Este,Paraguay,,T2a,2,,reep_t685ee602:Club Atlético 3 de Febrero:Paraguay:Q2134801 | reep_tc7ab8d7f:Club 3 de Febrero:Paraguay:Q5136094
9577,Alianza Lima,Lima,Lima,Peru,1,T2a,2,reep_tee40d887,reep_tee40d887:Club Alianza Lima:Peru:Q572957 | reep_tff5f8066:Club Alianza Lima:Peru:Q108938713
9615,Juan Aurich,Lima,Lima,Peru,,T1,2,,reep_t101b4156:Juan Aurich:Peru:Q16842352 | reep_t49f82f0d:Juan Aurich:Peru:Q25238325
9627,Nacional,Montevideo,Montevideo,Uruguay,1,T2a,4,reep_t2cfa14ff,reep_t1aa95c57:Club Nacional de Football:Uruguay:Q12156652 | reep_t2cfa14ff:Club Nacional de Football:Uruguay:Q499616 | reep_t8ae4751b:Club Nacional de Football (futsal):Uruguay:Q65167574 | reep_td75223f6:Club Nacional de Fútbol (Sarandí del Yi):Uruguay:Q6413055
9628,Montevideo Wanderers,Montevideo,Montevideo,Uruguay,1,T2a,2,reep_t108dba5c,reep_t108dba5c:Montevideo Wanderers Fútbol Club:Uruguay:Q872702 | reep_t32c695a5:Wanderers Fútbol Club (Artigas):Uruguay:Q9095535
9642,CA River Plate,Montevideo,Montevideo,Uruguay,,T2a,2,,reep_tb72fe92c:Club Atlético River Plate:Uruguay:Q980573 | reep_tcd20eaae:River Plate Football Club:Uruguay:Q391014
9661,Academia Puerto Cabello,Puerto Cabello,Puerto Cabello,Venezuela,1,T1,2,reep_t37f81a3c,reep_t37f81a3c:Academia Puerto Cabello:Venezuela:Q17619991 | reep_t887373bb:Academia Puerto Cabello:Venezuela:Q29577662
9662,Anzoátegui FC,Puerto La Cruz,Puerto La Cruz,Venezuela,1,T2a,2,,reep_t26b9f9c7:Deportivo Anzoátegui:Venezuela:Q1191655 | reep_tda06c4a1:Deportivo Anzoátegui:Venezuela:Q22084909
9665,Deportivo La Guaira,La Guaira,La Guaira,Venezuela,1,T2a,2,reep_t08071d76,reep_t08071d76:Deportivo La Guaira F.C.:Venezuela:Q628860 | reep_t2a363948:Deportivo La Guaira Fútbol Club:Venezuela:Q25413227
9670,Monagas SC,Maturin,Maturin,Venezuela,1,T2a,3,reep_t3464dfb5,reep_t18d015cf:Monagas Sport Club:Venezuela:Q50378644 | reep_t3464dfb5:Monagas Sport Club:Venezuela:Q1636856 | reep_t772caa55:Atlético Monagas Fútbol Club:Venezuela:Q5710990
9679,Atlético Venezuela,Caracas,Caracas,Venezuela,,T2a,3,,reep_t405c84f9:Atlético Venezuela Club de Fútbol:Venezuela:Q29657198 | reep_t7149113d:Deportivo Venezuela:Venezuela:Q5260765 | reep_tf03cf1b3:Atlético Venezuela Club de Fútbol:Venezuela:Q757472
9682,Deportivo Anzoátegui,Puerto La Cruz,Puerto La Cruz,Venezuela,,T1,2,,reep_t26b9f9c7:Deportivo Anzoátegui:Venezuela:Q1191655 | reep_tda06c4a1:Deportivo Anzoátegui:Venezuela:Q22084909
9686,Deportivo Petare,Caracas,Caracas,Venezuela,,T2a,2,reep_t31e3ab05,reep_t31e3ab05:Deportivo Petare F.C.:Venezuela:Q1191699 | reep_t34cf5542:Petare Fútbol Club:Venezuela:Q25413232
9690,Lara FC,Caracas,Caracas,Venezuela,,T2a,3,,reep_t8e3fffd5:Deportivo Lara Fútbol Club:Venezuela:Q20983494 | reep_td71d81f1:Deportivo Lara:Venezuela:Q20203748 | reep_tda197b78:Lara Fútbol Club:Venezuela:Q3217815
9946,Venezuela,,,Venezuela,0,T2a,3,,reep_t405c84f9:Atlético Venezuela Club de Fútbol:Venezuela:Q29657198 | reep_t7149113d:Deportivo Venezuela:Venezuela:Q5260765 | reep_tf03cf1b3:Atlético Venezuela Club de Fútbol:Venezuela:Q757472
