ruling_type,sheet_row,team,country,level,register,option_a,option_b,more_options,suggested,ruling,how_to_rule
4 elimination match on thin evidence (1-2 seasons),5732,Energetyk ROW,Poland,,v1,"rtfa81d5e5249c36 = ROW Rybnik [men; last season 2020; 3 providers: api_football, opta, wyscout]",NONE,2013/2014 I Liga ELIM-1,rtfa81d5e5249c36,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),5779,KP Polkowice,Poland,,v1,"rt61414ccf50f862 = Górnik Polkowice [men; last season 2026; 5 providers: api_football, fm, fotmob, opta, wyscout]",NONE,2011/2012 I Liga ELIM-token,rt61414ccf50f862,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),5669,Miliarder Pniewy,Poland,,v1,rt6156090b138e5c = Sokół Pniewy [men; last season 1997; 1 providers: opta],NONE,1994/1995 Ekstraklasa ELIM-token,rt6156090b138e5c,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),5813,Tłoki Gorzyce,Poland,,v1,rt3d5fedbf98d3ad = Tloki [men; last season 2006; 1 providers: opta],NONE,2001/2002 I Liga ELIM-1,rt3d5fedbf98d3ad,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6248,ACS Soimii Pancota,Romania,,v1,"rt9f91b9ba1bc7fc = Şoimii Pâncota [men; last season 2017; 3 providers: api_football, opta, wyscout]",NONE,2014/2015 Cupa României ELIM-token,rt9f91b9ba1bc7fc,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6258,ASC Daco-Getica,Romania,,v1,"rtba488ade8e3c6b = Daco-Getica [men; last season 2026; 4 providers: fotmob, opta, sportmonks, wyscout]",NONE,2018/2019 Cupa României ELIM-token,rtba488ade8e3c6b,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6300,Rapid CFR Suceava,Romania,,v1,"rt3cff9591fea8e3 = Rapid Dumeşti [men; last season 2016; 2 providers: opta, wyscout]",NONE,2015/2016 Cupa României ELIM-token,rt3cff9591fea8e3,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6411,Dynamo Barnaul,Russia,,v1,"rtbb483f31e84c3d = Dinamo Barnaul [men; last season 2026; 7 providers: api_football, fifa, fm, fotmob, opta]",NONE,2008 First League ELIM-short,rtbb483f31e84c3d,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6521,Dynamo-Gazovik Tyumen,Russia,,v1,"rtded0264489ed94 = Tyumen [men; last season 2026; 9 providers: api_football, eafc, fifa, fm, fotmob]",NONE,1992 Premier League ELIM-short,rtded0264489ed94,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6533,FC Lokomotiv Chita,Russia,,v1,rt979401f41115be = Lokomotiv Ch [men; last season 2004; 1 providers: opta],NONE,2004 First League ELIM-token,rt979401f41115be,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6471,FC Olimpiyets Nizhny Novgorod,Russia,,v1,"rtb12207d33fc127 = Nizhny Novgorod [men; last season 2026; 10 providers: capology, clubelo, eafc, espn, fifa]",NONE,2017/2018 First League ELIM-short,rtb12207d33fc127,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6535,FK Nazran,Russia,,v1,"rt7bce39ed5f579a = Angusht [men; last season 2026; 4 providers: fifa, fm, opta, wyscout]",NONE,2006 First League ELIM-short,rt7bce39ed5f579a,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6499,Sakhalin Yuzhno-Sakhalinsk,Russia,,v1,"rt7796ad97665733 = Sakhalin [men; last season 2025; 5 providers: api_football, fifa, fotmob, opta, wyscout]",NONE,2014/2015 First League ELIM-token,rt7796ad97665733,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6663,Morton,Scotland,,v1,"rt4b5303254d29bf = Greenock Morton [men; last season 2026; 10 providers: capology, eafc, espn, fifa, fm]",NONE,1998/1999 Championship ELIM-1 | 1999/2000 Championship ELIM-1,rt4b5303254d29bf,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6753,FK Sevojno,Serbia,,v1,"rt8a8ebee2b5cb78 = GFK Sloboda Užice [men; last season 2026; 6 providers: eafc, espn, fotmob, opta, sportmonks]",NONE,2010/2011 Super Liga ELIM-short,rt8a8ebee2b5cb78,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6789,MFK Petržalka,Slovakia,,v1,"rt5d2838f8f21c6b = FC Petržalka [men; last season 2014; 3 providers: espn, opta, wyscout]",NONE,2009/2010 1. liga ELIM-token,rt5d2838f8f21c6b,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6867,NK Livar,Slovenia,,v1,"rt03d48d2f7e0108 = Ivančna Gorica [men; last season 2026; 5 providers: api_football, fifa, opta, sportmonks, wyscout]",NONE,2007/2008 1. SNL ELIM-short,rt03d48d2f7e0108,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),402,Bay United,South Africa,,v1,"rtc37fef9dcbde03 = Durban City [men; last season 2026; 8 providers: eafc, espn, fm, fotmob, opta]",NONE,2008/2009 PSL ELIM-short,rtc37fef9dcbde03,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),409,Benoni Premier United,South Africa,,v1,"rtc37fef9dcbde03 = Durban City [men; last season 2026; 8 providers: eafc, espn, fm, fotmob, opta]",NONE,2006/2007 PSL ELIM-short,rtc37fef9dcbde03,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),416,Silver Stars,South Africa,,v1,"rt1a2b96d0222a04 = Platinum Stars [men; last season 2018; 4 providers: api_football, fotmob, opta, wyscout]",NONE,2006/2007 PSL ELIM-token,rt1a2b96d0222a04,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),973,Gwangju Sangmu Bulsajo,South Korea,,v1,"rtb5c4d4390b8b1e = Gimcheon Sangmu [men; last season 2026; 9 providers: api_football, eafc, fifa, fm, fotmob]",NONE,2006 K League 1 ELIM-token | 2007 K League 1 ELIM-token,rtb5c4d4390b8b1e,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6981,CD Linares,Spain,,v1,"rt2ff859f881dd78 = Linares [men; last season 2009; 3 providers: eafc, opta, wyscout]",NONE,2008/2009 Copa del Rey ELIM-name,rt2ff859f881dd78,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7014,Deportivo Aragón,Spain,,v1,"rtfcc8faf583d5c5 = Real Zaragoza [men; last season 2026; 10 providers: capology, clubelo, eafc, espn, fifa]",NONE,2017/2018 Copa del Rey ELIM-short,rtfcc8faf583d5c5,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7089,La Roda CF,Spain,,v1,"rtd23ddaa2f2cfae = La Roda [men; last season 2013; 5 providers: api_football, fm, opta, sportmonks, wyscout]",NONE,2012/2013 Copa del Rey ELIM-name,rtd23ddaa2f2cfae,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),6995,Lucena CF,Spain,,v1,"rt5d372d8bb2a789 = Ciudad de Lucena [men; last season 2026; 5 providers: api_football, espn, fotmob, opta, wyscout]",NONE,2012/2013 Copa del Rey ELIM-short,rt5d372d8bb2a789,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7459,Assyriska FF,Sweden,,v1,"rtef4bca9ba7d52c = Assyriska [men; last season 2026; 5 providers: fifa, fm, fotmob, opta, wyscout]",NONE,2005 Allsvenskan ELIM-token,rtef4bca9ba7d52c,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7569,Juventus Zürich,Switzerland,,v1,"rt206130273bd65b = YF Juventus [men; last season 2026; 4 providers: api_football, fotmob, opta, wyscout]",NONE,2006/2007 Challenge League ELIM-token,rt206130273bd65b,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7678,Hacettepe SK,Turkey,,v1,"rt96abf90fcd2f85 = Hacettepe [men; last season 2022; 7 providers: capology, fifa, fm, fotmob, opta]",NONE,2009/2010 1. Lig ELIM-1 | 2008/2009 Süper Lig ELIM-name,rt96abf90fcd2f85,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7698,Yozgatspor,Turkey,,v1,rt1bf29445b42b07 = Yozgatspor AŞ [men; last season 2014; 1 providers: opta],NONE,2000/2001 Süper Lig ELIM-name | 2001/2002 Süper Lig ELIM-1,rt1bf29445b42b07,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7875,FC Dynamo-2 Kyiv,Ukraine,,v1,"rta36671bdd285c7 = Dynamo Khmelnytskyi [men; last season 2014; 3 providers: api_football, opta, wyscout]",NONE,2006/2007 Persha Liga ELIM-token,rta36671bdd285c7,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7911,FC Knyazha Shchaslyve,Ukraine,,v1,"rtebb0e2e30bbed2 = Knyazha Schaslyve [men; last season 2009; 2 providers: opta, wyscout]",NONE,2008/2009 Persha Liga ELIM-token,rtebb0e2e30bbed2,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7913,FC Nyva Bershad,Ukraine,,v1,rt5c141f02a4dacb = Bershad [men; last season 2006; 1 providers: opta],NONE,2005/2006 Persha Liga ELIM-token,rt5c141f02a4dacb,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7871,FC UkrAhroKom Holovkivka,Ukraine,,v1,"rt54da16f52d50af = UkrAhroKom [men; last season 2014; 3 providers: api_football, opta, wyscout]",NONE,2013/2014 Persha Liga ELIM-token,rt54da16f52d50af,,"write the reep id to accept, or NONE"
4 elimination match on thin evidence (1-2 seasons),7826,Niva Vinnytsya,Ukraine,,v1,"rt74cc1b8b11ceb2 = Nyva Vinnytsya [men; last season 2026; 5 providers: api_football, fifa, opta, sportmonks, wyscout]",NONE,2004/2005 Persha Liga ELIM-token,rt74cc1b8b11ceb2,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",5160,AFC Amsterdam,Netherlands,3,v1,"rtd104338cf668fc = AFC [men; last season 2026; 7 providers: eafc, espn, fifa, fm, fotmob]",NONE,2016/2017 Tweede Divisie ELIM-1-blind | 2017/2018 Tweede Divisie ELIM-1-blind | 2018/2019 Tweede Divisie ELIM-1-blind | 2019/2020 Tweede Divisie ELIM-1-blind | 2020/2021 Tweede Divisie ELIM-1-blind | 2021/2022 Tweede Divisie ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",545,Melbourne Heart,Australia,,v1,"rtee4e6ea01fa156 = Melbourne City [men; last season 2026; 7 providers: espn, fifa, fotmob, opta, skillcorner]",NONE,2011/2012 A-League Men ELIM-1-blind | 2012/2013 A-League Men ELIM-1-blind | 2013/2014 A-League Men ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",1315,WSG Wattens,Austria,,v1,"rt4ce926615a1df0 = WSG Tirol [men; last season 2026; 10 providers: capology, clubelo, eafc, espn, fifa]",NONE,2016/2017 2. Liga ELIM-1-blind | 2017/2018 2. Liga ELIM-1-blind | 2018/2019 2. Liga ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",1386,FC Inter Baku,Azerbaijan,,v1,"rt143472d20d0d53 = Şamaxı [men; last season 2026; 9 providers: api_football, eafc, espn, fifa, fotmob]",NONE,2011/2012 Premyer Liqa ELIM-1-blind | 2012/2013 Premyer Liqa ELIM-1-blind | 2013/2014 Premyer Liqa ELIM-1-blind | 2014/2015 Premyer Liqa ELIM-1-blind | 2015/2016 Premyer Liqa ELIM-1-blind | 2016/2017 Premyer Liqa ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",1387,Keşla FK,Azerbaijan,,v1,"rt143472d20d0d53 = Şamaxı [men; last season 2026; 9 providers: api_football, eafc, espn, fifa, fotmob]",NONE,2017/2018 Premyer Liqa ELIM-1-blind | 2018/2019 Premyer Liqa ELIM-1-blind | 2019/2020 Premyer Liqa ELIM-1-blind | 2020/2021 Premyer Liqa ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",1427,FC MTZ-RIPO,Belarus,,v1,"rtdad093243163c9 = Partizan Minsk [men; last season 2010; 4 providers: api_football, espn, opta, wyscout]",NONE,2006 Premier League ELIM-1-blind | 2007 Premier League ELIM-1-blind | 2008 Premier League ELIM-1-blind | 2009 Premier League ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",5280,DS '79,Netherlands,,v1,"rtf95cfa07ade05e = Dordrecht [men; last season 2026; 11 providers: api_football, capology, eafc, espn, fifa]",NONE,1979/1980 Eerste Divisie ELIM-1-blind | 1980/1981 Eerste Divisie ELIM-1-blind | 1981/1982 Eerste Divisie ELIM-1-blind | 1982/1983 Eerste Divisie ELIM-1-blind | 1984/1985 Eerste Divisie ELIM-1-blind | 1985/1986 Eerste Divisie ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",908,Lekhwiya,Qatar,,v1,"rtb40f0e4d4bfdc4 = Al Duhail [men; last season 2026; 8 providers: eafc, espn, fifa, fotmob, opta]",NONE,2011/2012 Stars League ELIM-1-blind | 2012/2013 Stars League ELIM-1-blind | 2013/2014 Stars League ELIM-1-blind | 2014/2015 Stars League ELIM-1-blind | 2015/2016 Stars League ELIM-1-blind | 2016/2017 Stars League ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",6420,FC Terek Grozny,Russia,,v1,"rte2d3bb22ad0646 = Akhmat Grozny [men; last season 2026; 12 providers: capology, clubelo, eafc, espn, fifa]",NONE,2005 Premier League ELIM-1-blind | 2008 Premier League ELIM-1-blind | 2009 Premier League ELIM-1-blind | 2011/2012 Premier League ELIM-1-blind | 2013/2014 Premier League ELIM-1-blind | 2014/2015 Premier League ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",7725,Istanbul BB,Turkey,,v1,"rt82763155131ee5 = İstanbul Başakşehir [men; last season 2026; 11 providers: capology, clubelo, eafc, espn, fifa]",NONE,2009/2010 Süper Lig ELIM-1-blind | 2010/2011 Süper Lig ELIM-1-blind | 2011/2012 Süper Lig ELIM-1-blind | 2012/2013 Süper Lig ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",7712,Osmanlispor,Turkey,,v1,"rt49c8d1378a5f55 = Sincan Bld Ankaraspor [men; last season 2026; 7 providers: eafc, espn, fifa, fotmob, opta]",NONE,2014/2015 1. Lig ELIM-1-blind | 2018/2019 1. Lig ELIM-1-blind | 2019/2020 1. Lig ELIM-1-blind | 2015/2016 Süper Lig ELIM-1-blind | 2016/2017 Süper Lig ELIM-1-blind | 2017/2018 Süper Lig ELIM-1-blind,,,"write the reep id to accept, or NONE"
"4b elimination: only club left on each side of the table, names do NOT match",7728,Tuzlaspor,Turkey,,v1,"rt973d25ab11838d = Beykoz Anadolu [men; last season 2026; 8 providers: api_football, eafc, fifa, fotmob, opta]",NONE,2020/2021 1. Lig ELIM-1-blind | 2021/2022 1. Lig ELIM-1-blind | 2022/2023 1. Lig ELIM-1-blind | 2023/2024 1. Lig ELIM-1-blind,,,"write the reep id to accept, or NONE"
5 evidence points at two Reep ids across eras and neither is current,1231,FC Admira Wacker Mödling,,2,v1,,,rt8b21c3c0968c5b=Wacker Innsbruck: 1997/1998 Bundesliga ELIM-short || rtf6b0cf06a27884=Admira Wacker Mödling: 2000/2001 Bundesliga ELIM-name | 2001/2002 Bundesliga ELIM-name | 2004/2005 Bundesliga ELIM-name || rtccef8d8c32ffe0=Admira Wacker: 2015/2016 Bundesliga ELIM-1 | 2016/2017 Bundesliga ELIM-1 | 2017/2018 Bundesliga ELIM-1,,,write the reep id that is the club today; note the other as a predecessor
5 evidence points at two Reep ids across eras and neither is current,6928,Extremadura,,3,v1,,,rtef5b71b5eb4cec=CF Extremadura: 1996/1997 Primera División ELIM-name | 1998/1999 Primera División ELIM-1 | 1997/1998 Segunda División ELIM-name || rtc692ab756da964=Extremadura UD: 2021/2022 Primera Federación ELIM-name | 2018/2019 Segunda División ELIM-1 | 2019/2020 Segunda División ELIM-1,,,write the reep id that is the club today; note the other as a predecessor
5 evidence points at two Reep ids across eras and neither is current,3948,Anagennisi Giannitsa,,,v1,,,rtd7fa63f8029149=Odysseas Anagennisi: 2011/2012 Cup ELIM-token || rtd2609f5e18f6b1=Anagennisi Karditsas: 2012/2013 Cup ELIM-token || rt0749ead67e8197=AS Giannitsa: 2013/2014 Cup ELIM-short,,,write the reep id that is the club today; note the other as a predecessor
5 evidence points at two Reep ids across eras and neither is current,4530,Bassano Virtus,,,v1,,,rt010c698dcc74b8=Bassano: 2014/2015 Serie C ELIM-short | 2015/2016 Serie C ELIM-short | 2011/2012 Serie C ELIM-short || rt9beb2b783204c2=Virtus Francavilla: 2016/2017 Coppa Italia Serie C ELIM-token | 2017/2018 Serie C ELIM-token || rt53781d85c54a38=Virtus Lanciano: 2010/2011 Serie C ELIM-token,,,write the reep id that is the club today; note the other as a predecessor
5 evidence points at two Reep ids across eras and neither is current,1485,K. Beringen FC,,,v1,,,rt8b4ec62845656a=Koninklijke  Beringen: 1962/1963 First Division A ELIM-token | 1963/1964 First Division A ELIM-token | 1965/1966 First Division A ELIM-token || rt9cc44cc14857c2=Beringen: 1964/1965 First Division A ELIM-token | 1967/1968 First Division A ELIM-token || rtd2974e706ba064=Beringen-Heusden-Zolder: 2004/2005 Challenger Pro League ELIM-token,,,write the reep id that is the club today; note the other as a predecessor
5 evidence points at two Reep ids across eras and neither is current,1740,PFC Vidima-Rakovski,,,v1,,,rt517467dfe098bf=Vidima-Rakovski: 2003/2004 First League | 2004/2005 First League | 2007/2008 First League || rt6b0d198746bb82=Vidima-Rakovski: 2003/2004 First League | 2004/2005 First League | 2007/2008 First League,,,write the reep id that is the club today; note the other as a predecessor
5 evidence points at two Reep ids across eras and neither is current,7189,Peña Sport FC,,,v1,,,rt99a3cce315ca38=Peña Sport: 2015/2016 Copa del Rey ELIM-name || rt587a38616aa18e=Peña Deportiva: 2013/2014 Copa del Rey ELIM-name,,,write the reep id that is the club today; note the other as a predecessor
5 evidence points at two Reep ids across eras and neither is current,7189,Peña Sport FC,,,v1,,,rt99a3cce315ca38=Peña Sport: 2015/2016 Copa del Rey || rt587a38616aa18e=Peña Deportiva: 2013/2014 Copa del Rey,,,write the reep id that is the club today; note the other as a predecessor
